pagina,indice_musica,titulo_musica,nome_artista,letra,album,data_lancamento,tags,identificador
1,10,Eduardo e Mônica,Legião Urbana,"[Letra de “Eduardo e Mônica”]

[Intro]
Quem um dia irá dizer que existe razão
Nas coisas feitas pelo coração?

E quem irá dizer que não existe razão?

[Verso 1]
Eduardo abriu os olhos mas não quis se levantar
Ficou deitado e viu que horas eram
Enquanto Mônica tomava um conhaque
No outro canto da cidade, como eles disseram
Eduardo e Mônica um dia se encontraram sem querer
E conversaram muito mesmo pra tentar se conhecer
Um carinha do cursinho do Eduardo que disse
“Tem uma festa legal e a gente quer se divertir”
Festa estranha, com gente esquisita
“Eu não tô legal, não aguento mais birita”
E a Mônica riu e quis saber um pouco mais
Sobre o boyzinho que tentava impressionar
E o Eduardo, meio tonto, só pensava em ir pra casa
“É quase duas, eu vou me ferrar”
Eduardo e Mônica trocaram telefone
Depois telefonaram e decidiram se encontrar
O Eduardo sugeriu uma lanchonete
Mas a Mônica queria ver o filme do Godard

Se encontraram então no parque da cidade
A Mônica de moto e o Eduardo de camelo

O Eduardo achou estranho e melhor não comentar
Mas a menina tinha tinta no cabelo

Eduardo e Mônica eram nada parecidos
Ela era de Leão e ele tinha dezesseis
Ela fazia Medicina e falava alemão
E ele ainda nas aulinhas de inglês
Ela gostava do Bandeira
 e do Bauhaus

De Van Gogh e dos Mutantes
Do Caetano e de Rimbaud

E o Eduardo gostava de novela

E jogava futebol-de-botão com seu avô

Ela falava coisas sobre o Planalto Central
Também magia e meditação

E o Eduardo ainda tava no esquema
""Escola, cinema, clube, televisão""
[Ponte]
E, mesmo com tudo diferente
Veio mesmo, de repente
Uma vontade de se ver
E os dois se encontravam todo dia
E a vontade crescia
Como tinha de ser

[Verso 2]
Eduardo e Mônica fizeram natação, fotografia
Teatro e artesanato e foram viajar
A Mônica explicava pro Eduardo
Coisas sobre o céu, a terra, a água e o ar
Ele aprendeu a beber, deixou o cabelo crescer
E decidiu trabalhar
E ela se formou no mesmo mês
Que ele passou no vestibular
E os dois comemoraram juntos
E também brigaram juntos, muitas vezes depois
E todo mundo diz que ele completa ela e vice-versa
Que nem feijão com arroz
Construíram uma casa uns dois anos atrás
Mais ou menos quando os gêmeos vieram
Batalharam grana e seguraram legal
A barra mais pesada que tiveram
Eduardo e Mônica voltaram pra Brasília
E a nossa amizade dá saudade no verão
Só que nessas férias não vão viajar
Porque o filhinho do Eduardo
Tá de recuperação, ah-ha!
[Saída]
E quem um dia irá dizer que existe razão
Nas coisas feitas pelo coração?
E quem irá dizer que não existe razão?",Dois (1986),"Jul. 20, 1986","Pop,Rock,Storytelling,MPB (Música Popular Brasileira),Singer-Songwriter,Folk Rock,Folk,Short Story,Acoustic,Eighties,Em Português,Brasil",Eduardo e Mônica Legião Urbana
1,11,​menina solta,GIULIA BE,"[Letra de ""menina solta"", de GIULIA BE]

[Intro]
Ah, ah

[Verso 1]
Ela era lá da Barra, ele de Ipanema
Foram ver um campeonato lá em Saquarema
Achando que ia dar bom, mas só deu problema (Só deu problema, huh)
A mina chegou gigante, cheia dos esquema
O moleque apaixonado e ela toda plena
Ele queria um amor e ela só tinha pena (Só tinha pena)


[Pré-Refrão]
Enquanto ele dormia, mal ele sabia
Que lá no pé da areia, outro chama de sereia
Essa menina solta
Essa menina solta
Enquanto ele dormia, mal ele sabia
Que lá na casa dela, ela sentava e escolhia quem ela queria
Essa menina solta

[Refrão]
Vai ter que superar-ar-ar-ar
Vai ter que superar-ar-ar-ar
Essa menina solta
Essa menina solta
Vai ter que superar-ar-ar-ar
Vai ter que superar-ar-ar-ar
Essa menina solta
Essa menina solta
[Interlúdio]
Ah, ah

[Verso 2]
Saquarema tava quente e ela toda fria
Falando que ia p'ra festa que ela nem ia
Mesmo levando perdido, ele não desistia (Caraca, meu irmão, ha-ha)
Apegado nos momentos que tiveram um dia
Sem noção da situação que ele se metia
Doido, sem entender o game que ela fazia (Vai, menina)

[Pré-Refrão]
Enquanto ele dormia, mal ele sabia
Que lá no pé da areia, outro chama de sereia
Essa menina solta
Essa menina solta (Essa menina solta)
Enquanto ele dormia, mal ele sabia
Que lá na casa dela, ela sentava e escolhia quem ela queria
Essa menina solta

[Refrão]
Vai ter que superar-ar-ar-ar
Vai ter que superar-ar-ar-ar
Essa menina solta
Essa menina solta
Vai ter que superar-ar-ar-ar
Vai ter que superar-ar-ar-ar
Essa menina solta (Essa menina solta)
Essa menina solta (Essa menina solta)
[Saída]
Logo, logo ele que era difícil de se apaixonar
Logo ele vai ter que superar-ar-ar-ar (Logo ele)
Vai ter que superar (Ha-ha)
Vai ter que superar-ar-ar-ar
Vai ter que superar-ar-ar-ar
Essa menina solta
Essa menina solta
Essa menina solta",​​solta (deluxe) (2020),"Aug. 23, 2019","Pop,Teen Pop,Em Português,MPB (Música Popular Brasileira),Brasil",​menina solta GIULIA BE
1,12,Panis et Circenses,Os Mutantes,"[Introdução]


[Estrofe 1]
Eu quis cantar
Minha canção iluminada de sol

Soltei os panos sobre os mastros no ar

Soltei os tigres e os leões nos quintais


[Refrão]
Mas as pessoas na sala de jantar
São ocupadas em nascer e morrer


[Estrofe 2]
Mandei fazer
De puro aço luminoso um punhal
Para matar o meu amor e matei
Às cinco horas na avenida central


[Refrão]
Mas as pessoas da sala de jantar
São ocupadas em nascer e morrer


[Estrofe 3]
Mandei plantar
Folhas de sonho no jardim do solar

As folhas sabem procurar pelo sol
E as raízes procurar, procurar

[Refrão]
Mas as pessoas da sala de jantar
Essas pessoas da sala de jantar
São as pessoas da sala de jantar

Mas as pessoas da sala de jantar
São ocupadas em nascer e morrer


[Ponte]
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala de jantar
Essas pessoas na sala

[Saída - Diálogo]
- Me passa a salada pra mim fazendo favor? O pão, fazendo favor? Só mais um pedacinho
- Você viu?
- Mas tá demais, né?",Os Mutantes (1968),Jun. 1968,"Rock,Sunshine Pop,Satire,Sound Collage,Experimental Rock,Psychedelic Rock,MPB (Música Popular Brasileira),Sixties,Psychedelic,Em Português,Brasil",Panis et Circenses Os Mutantes
1,13,Era uma Vez,Kell Smith,"[Letra de ""Era uma Vez"" com Kell Smith]

[Verso 1]
Era uma vez
O dia em que todo dia era bom
Delicioso gosto e o bom gosto das nuvens serem feitas de algodão
Dava pra ser herói no mesmo dia em que escolhia ser vilão
E acabava tudo em lanche
Um banho quente e talvez um arranhão
Dava pra ver, a ingenuidade a inocência cantando no tom
Milhões de mundos e universos tão reais quanto a nossa imaginação
Bastava um colo, um carinho
E o remédio era beijo e proteção
Tudo voltava a ser novo no outro dia
Sem muita preocupação

[Refrão]
É que a gente quer crescer
E quando cresce quer voltar do início
Porque um joelho ralado dói bem menos que um coração partido
É que a gente quer crescer
E quando cresce quer voltar do início
Porque um joelho ralado dói bem menos que um coração partido

[Verso 2]
Dá pra viver
Mesmo depois de descobrir que o mundo ficou mau
É só não permitir que a maldade do mundo te pareça normal
Pra não perder a magia de acreditar na felicidade real
E entender que ela mora no caminho e não no final
[Refrão]
É que a gente quer crescer
E quando cresce quer voltar do início
Porque um joelho ralado dói bem menos que um coração partido
É que a gente quer crescer
E quando cresce quer voltar do início
Porque um joelho ralado dói bem menos que um coração partido

[Saída]
Era uma vez",Girassol (2018),"May. 31, 2017","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Era uma Vez Kell Smith
1,14,Trem-Bala,Ana Vilela,"[Letra de ""Trem-Bala"" com Ana Vilela]

Não é sobre ter
Todas as pessoas do mundo pra si
É sobre saber que em algum lugar
Alguém zela por ti
É sobre cantar e poder escutar
Mais do que a própria voz
É sobre dançar na chuva de vida
Que cai sobre nós

É saber se sentir infinito
Num universo tão vasto e bonito
É saber sonhar
E, então, fazer valer a pena cada verso
Daquele poema sobre acreditar


Não é sobre chegar no topo do mundo
E saber que venceu
É sobre escalar e sentir
Que o caminho te fortaleceu

É sobre ser abrigo
E também ter morada em outros corações
E assim ter amigos contigo
Em todas as situações
A gente não pode ter tudo
Qual seria a graça do mundo se fosse assim?
Por isso, eu prefiro sorrisos
E os presentes que a vida trouxe
Pra perto de mim

Não é sobre tudo que o seu dinheiro
É capaz de comprar
E sim sobre cada momento
Sorrindo a se compartilhar
Também não é sobre correr
Contra o tempo pra ter sempre mais
Porque quando menos se espera
A vida já ficou pra trás

Segura teu filho no colo
Sorria e abraça teus pais
Enquanto estão aqui

Que a vida é trem-bala, parceiro
E a gente é só passageiro prestes a partir

Laiá, laiá, laiá, laiá, laiá
Laiá, laiá, laiá, laiá, laiá

Segura teu filho no colo
Sorria e abraça teus pais
Enquanto estão aqui
Que a vida é trem-bala, parceiro
E a gente é só passageiro prestes a partir",Ana Vilela (2017),"May. 12, 2017","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Trem-Bala Ana Vilela
1,15,Tua Cantiga,Chico Buarque,"[Letra de ""Tua Cantiga"" com Chico Buarque]

Quando te der saudade de mim
Quando tua garganta apertar
Basta dar um suspiro
Que eu vou ligeiro
Te consolar

Se o teu vigia se alvoroçar
E estrada afora te conduzir
Basta soprar meu nome
Com teu perfume
Pra me atrair

Se as tuas noites não têm mais fim
Se um desalmado te faz chorar
Deixa cair um lenço
Que eu te alcanço
Em qualquer lugar

Quando teu coração suplicar
Ou quando teu capricho exigir
Largo mulher e filhos
E de joelhos
Vou te seguir
Na nossa casa
Serás rainha
Serás cruel, talvez
Vais fazer manha
Me aperrear
E eu, sempre mais feliz

Silentemente
Vou te deitar
Na cama que arrumei
Pisando em plumas
Toda manhã
Eu te despertarei

Quando te der saudade de mim
Quando tua garganta apertar
Basta dar um suspiro
Que eu vou ligeiro
Te consolar

Se o teu vigia se alvoroçar
E estrada afora te conduzir
Basta soprar meu nome
Com teu perfume
Pra me atrair
Entre suspiros
Pode outro nome
Dos lábios te escapar
Terei ciúme
Até de mim
No espelho a te abraçar

Mas teu amante
Sempre serei
Mais do que hoje sou
Ou estas rimas
Não escrevi
Nem ninguém nunca amou

Se as tuas noites não têm mais fim
Se um desalmado te faz chorar
Deixa cair um lenço
Que eu te alcanço
Em qualquer lugar

E quando o nosso tempo passar
Quando eu não estiver mais aqui
Lembra-te, minha nega
Desta cantiga
Que fiz pra ti",Caravanas (2017),"Jul. 28, 2017","Pop,MPB (Música Popular Brasileira),Em Português,Brasil",Tua Cantiga Chico Buarque
1,16,Um girassol da cor de seu cabelo,Lô Borges,"[Refrão 1]
Vento solar e estrelas do mar
A terra azul da cor do seu vestido
Vento solar e estrelas do mar
Você ainda quer morar comigo?

[Verso 1]
Se eu cantar não chore não
É só poesia
Eu só preciso ter você
Por mais um dia
Ainda gosto de dançar
Bom dia
Como vai você?

[Refrão 2]
Sol, girassol, vejo o vento solar
Você ainda quer morar comigo?
Vento solar e estrelas do mar
Um girassol da cor de seu cabelo

[Verso 2]
Se eu morrer não chore não
É só a Lua
É seu vestido cor de maravilha nua
Ainda moro nesta mesma rua
Como vai você?
Você vem?
Ou será que é tarde demais?
[Instrumental - Ponte]

[Refrão 3]
O meu pensamento tem a cor de seu vestido
Como o girassol que tem a cor de seu cabelo
O meu pensamento tem a cor de seu vestido
Como o girassol que tem a cor de seu cabelo
O meu pensamento tem a cor de seu vestido
Como o girassol que tem a cor de seu cabelo",Clube da Esquina (1972),1972,"Pop,Art Rock,Piano Rock,Psychedelic Rock,Progressive Pop,Baroque Pop,MPB (Música Popular Brasileira),Psychedelic,Seventies,Em Português,Brasil",Um girassol da cor de seu cabelo Lô Borges
1,17,Pra Não Dizer Que Não Falei das Flores,Geraldo Vandré,"[Letra de ""Pra Não Dizer Que Não Falei das Flores"" com Geraldo Vandré]

[Verso 1]
Caminhando e cantando e seguindo a canção

Somos todos iguais, braços dados ou não

Nas escolas nas ruas, campos, construções
Caminhando e cantando e seguindo a canção


[Refrão]
Vem, vamos embora, que esperar não é saber
Quem sabe faz a hora, não espera acontecer
Vem, vamos embora, que esperar não é saber
Quem sabe faz a hora, não espera acontecer


[Verso 2]
Pelos campos há fome em grandes plantações

Pelas ruas marchando indecisos cordões
Ainda fazem da flor seu mais forte refrão

E acreditam nas flores vencendo o canhão


[Refrão]
Vem, vamos embora, que esperar não é saber
Quem sabe faz a hora, não espera acontecer
Vem, vamos embora, que esperar não é saber
Quem sabe faz a hora, não espera acontecer

[Verso 3]
Há soldados armados, amados ou não
Quase todos perdidos, de armas na mão
Nos quartéis lhes ensinam uma antiga lição
De morrer pela pátria e viver sem razão


[Refrão]
Vem, vamos embora, que esperar não é saber
Quem sabe faz a hora, não espera acontecer
Vem, vamos embora, que esperar não é saber
Quem sabe faz a hora, não espera acontecer


[Verso 4]
Nas escolas, nas ruas, campos, construções
Somos todos soldados, armados ou não

Caminhando e cantando e seguindo a canção

Somos todos iguais braços dados ou não

Os amores na mente, as flores no chão
A certeza na frente, a história na mão

Caminhando e cantando e seguindo a canção

Aprendendo e ensinando uma nova lição


[Refrão]
Vem, vamos embora, que esperar não é saber
Quem sabe faz a hora, não espera acontecer
Vem, vamos embora, que esperar não é saber
Quem sabe faz a hora, não espera acontecer",Pra Não Dizer Que Não Falei das Flores (1979),1968,"Pop,Live,Singer-Songwriter,Folk,Contemporary Folk,Protest Songs,Sixties,MPB (Música Popular Brasileira),Em Português,Brasil",Pra Não Dizer Que Não Falei das Flores Geraldo Vandré
1,18,Roda-Viva,Chico Buarque,"[Letra de ""Roda-Viva"" com Chico Buarque]

[Verso 1]
Tem dias que a gente se sente
Como quem partiu ou morreu

A gente estancou de repente
Ou foi o mundo então que cresceu

A gente quer ter voz ativa
No nosso destino mandar
Mas eis que chega a roda-viva
E carrega o destino pra lá


[Refrão]
Roda mundo, roda-gigante
Rodamoinho, roda pião
O tempo rodou num instante
Nas voltas do meu coração

[Verso 2]
A gente vai contra a corrente
Até não poder resistir
Na volta do barco é que sente
O quanto deixou de cumprir
Faz tempo que a gente cultiva
A mais linda roseira que há
Mas eis que chega a roda-viva
E carrega a roseira pra lá

[Refrão]
Roda mundo, roda-gigante
Rodamoinho, roda pião
O tempo rodou num instante
Nas voltas do meu coração

[Verso 3]
A roda da saia, a mulata
Não quer mais rodar, não senhor
Não posso fazer serenata
A roda de samba acabou
A gente toma a iniciativa
Viola na rua, a cantar
Mas eis que chega a roda-viva
E carrega a viola pra lá

[Refrão]
Roda mundo, roda-gigante
Rodamoinho, roda pião
O tempo rodou num instante
Nas voltas do meu coração

[Verso 4]
O samba, a viola, a roseira
Um dia a fogueira queimou
Foi tudo ilusão passageira
Que a brisa primeira levou
No peito a saudade cativa
Faz força pro tempo parar
Mas eis que chega a roda-viva
E carrega a saudade pra lá
[Refrão]
Roda mundo, roda-gigante
Rodamoinho, roda pião
O tempo rodou num instante
Nas voltas do meu coração
Roda mundo, roda-gigante
Rodamoinho, roda pião
O tempo rodou num instante
Nas voltas do meu coração
Roda mundo, roda-gigante
Rodamoinho, roda pião
O tempo rodou num instante
Nas voltas do meu coração","Chico Buarque de Hollanda, Volume 3 (1968)",1967,"Pop,Bossa Nova,Samba,Latin Music,MPB (Música Popular Brasileira),Em Português,Brasil",Roda-Viva Chico Buarque
1,19,Chico Buarque Interlúdio,Putodiparis,"[Intro]
Visão!
Puto!

[Verso]
Trafiquei daquela vez como se fosse a última
O AR tá cantando como fosse música
Gerente lá na boca é um cargo público
Mataram um alemão, ele se fez de cínico
Brotando viciado como fosse mágica
Tá tocando na boca as do Cidinho & Doca
Tentou peitar o homem, o final foi trágico
Tomou-lhe uma rajada, o cara de lata
As cargas tão chorando de sábado a sábado
Você não é bandido por ter arma no clipe
Cuidado com quem anda pra não ir de ralo
Se não o AK canta como fosse música
Meu pitbull de raça é o que larga o dedo
AR-15 preto, eu chamo ele de Lázaro
O lucro do vapor amarrado no elástico
A carga mal chegou, já tá vendendo tudo
Ladrão perdеu a mão porque roubou o tráfico",PUTODIPARIS - EP (2021),"Aug. 20, 2021","Rap,MPB (Música Popular Brasileira),Brasil,Em Português,Interlude",Chico Buarque Interlúdio Putodiparis
1,20,Spicy,Herve Pagez,"[Pre-Chorus: Charli XCX]
If you want my future, forget my past
If you wanna get with me, better make it fast
Now don't go wasting my precious time
Get your act together, we could be just fine

[Chorus: Charli XCX]
What do you think about that, now you know how I feel?
Say you can handle my love, are you for real?
I won't be hasty, I'll give you a try
If you really bug me then I'll say goodbye

[Drop]

[Pre-Chorus: Charli XCX]
If you want my future, forget my past
If you wanna get with me, better make it fast
Now don't go wasting my precious time
Get your act together, we could be just fine

[Chorus: Charli XCX]
What do you think about that, now you know how I feel?
Say you can handle my love, are you for real?
I won't be hasty, I'll give you a try
If you really bug me then I'll say goodbye
[Drop]",Spicy (feat. Charli XCX) [Remixes] - EP (2019),"May. 30, 2019","Pop,MPB (Música Popular Brasileira),Dance-Pop,Dance,EDM,UK,Electro,Electro-Pop,Remix,Electronic",Spicy Herve Pagez
1,21,Sozinho,Caetano Veloso,,,,,Sozinho Caetano Veloso
1,22,"Amarelo, azul e branco",Anavitória & Rita Lee,"[Letra de ""Amarelo, azul e branco"" com ANAVITÓRIA feat. Rita Lee]

[Intro: Anavitória, Vitória, Ana]
Deixa eu me apresentar
Que eu acabei de chegar

Depois que me escutar
Você vai lembrar meu nome
É que eu sou dum lugar
Onde o céu molha o chão
Céu e chão gruda no pé
Amarelo, azul e branco

Deixa eu me apresentar
Que eu acabei de chegar

Depois que me escutar
Você vai lembrar meu nome
É que eu sou dum lugar
Ondе o céu molha o chão
Céu e chão gruda no pé
Amarelo, azul e branco


[Refrão: Ana, Vitória]
Eu não sеi (não sei), não sei (não sei)
Não sei diferenciar você de mim
Não sei (não sei), não sei (não sei)
Não sei diferenciar
[Interlúdio: Rita Lee]
Ao meu passado
Eu devo o meu saber e a minha ignorância
As minhas necessidades, as minhas relações
A minha cultura e o meu corpo
Que espaço o meu passado deixa para a minha liberdade hoje?
Não sou escrava dele


[Verso: Vitória, ANAVITÓRIA]
Eu vim pra te mostrar
A força que eu tenho guardado
O peito tá escancarado
E não tem medo, não, não tem medo
Eu canto pra viver
Eu vivo o que tenho cantado
A minha voz é meu império, a minha proteção
Eu vim pra te mostrar
A força que eu tenho guardado
O peito tá escancarado
E não tem medo, não, não tem medo
Eu canto pra viver
Eu vivo o que tenho cantado
A minha voz é meu império, a minha proteção

[Ponte: Ana, Vitória, ANAVITÓRIA]
Meu caminho é novo, mas meu povo não
Meu coração de fogo vem do coração do meu país
Meu caminho é novo, mas meu povo não
O norte é a minha seta, o meu eixo, a minha raiz
E quando eu canto cor
E quando eu grito cor
E quando eu espalho cor
Eu conto a minha história
[Refrão: Ana, Vitória]
Não sei (não sei), não sei (não sei)
Não sei diferenciar você de mim
Não sei (não sei), não sei (não sei)
Não sei diferenciar",COR (2021),"Jan. 1, 2021","Pop,Em Português,MPB (Música Popular Brasileira),Brasil","Amarelo, azul e branco Anavitória & Rita Lee"
1,23,Como Nossos Pais,Belchior,"[Letra de ""Como Nossos Pais""]

[Verso 1]
Não quero lhe falar, meu grande amor
Das coisas que aprendi nos discos
Quero lhe contar como eu vivi
E tudo o que aconteceu comigo
Viver é melhor que sonhar
E eu sei que o amor é uma coisa boa
Mas também sei que qualquer canto
É menor do que a vida de qualquer pessoa

Por isso cuidado, meu bem
Há perigo na esquina
Eles venceram e o sinal está fechado
Pra nós que somos jovens

Para abraçar meu irmão
E beijar minha menina na rua
É que se fez o meu lábio
O meu braço e a minha voz


[Ponte]
Você me pergunta pela minha paixão
Digo que estou encantado com uma nova invenção
Vou ficar nesta cidade, não, não vou voltar pro sertão
Pois vejo vir vindo no vento o cheiro da nova estação
E eu sei de tudo na ferida viva do meu coração
[Pré-Refrão]
Já faz tempo, eu vi você na rua
Cabelo ao vento, gente jovem reunida
Na parede da memória, esta lembrança
É o quadro que dói mais


[Refrão]
Minha dor é perceber que
Apesar de termos feito tudo, tudo o que fizemos
Ainda somos os mesmos e vivemos
Ainda somos os mesmos e vivemos
Como os nossos pais


[Verso 2]
Nossos ídolos ainda são os mesmos
E as aparências, as aparências não enganam, não
Você diz que depois deles
Não apareceu mais ninguém
Você pode até dizer que eu estou por fora
Ou então que eu estou inventando
Mas é você que ama o passado e que não vê
É você que ama o passado e que não vê
Que o novo, o novo sempre vem

E hoje eu sei que quem me deu a ideia
De uma nova consciência e juventude
Está em casa guardado por Deus
Contando os seus metais

[Refrão]
Minha dor é perceber que
Apesar de termos feito tudo, tudo o que fizemos
Ainda somos os mesmos e vivemos
Ainda somos os mesmos e vivemos
Ainda somos os mesmos e vivemos
Como os nossos pais",Alucinação (1976),"May. 10, 1976","Rock,MPB (Música Popular Brasileira),Em Português,Brasil",Como Nossos Pais Belchior
1,24,Mistério do Planeta,Novos Baianos,"[Letra de ""Mistério do Planeta""]

[Verso]
Vou mostrando como sou e vou sendo como posso
Jogando meu corpo no mundo, andando por todos os cantos
E pela lei natural dos encontros, eu deixo e recebo um tanto

E passo aos olhos nus ou vestidos de lunetas, passado, presente
Participo sendo o mistério do planeta


[Ponte]
Pai-ó-ba-dó-ra-hm-da-ió-ba-da-ru-dem
Pi-ró-pó-hm-be-nó-hm-ba-ió-tum-dem
Pa-ió-pa-pi-ra-pum-ba-ió
Bum-de-ró-pó-um-bi-ra-pum-ba-ió-bum-dem

[Verso]
Vou mostrando como sou e vou sendo como posso
Jogando meu corpo no mundo, andando por todos os cantos
E pela lei natural dos encontros, eu deixo e recebo um tanto

E passo aos olhos nus ou vestidos de lunetas, passado, presente
Participo sendo o mistério do planeta


[Refrão]
O tríplice mistério do ""stop""
 que eu passo por e sendo ele

No que fica em cada um, no que sigo o meu caminho
E no ar que fez que assistiu, abra um parênteses, não esqueça
Que independente disso, eu não passo de um malandro
De um moleque do Brasil
 que peço e dou esmolas
Mas ando e penso sempre com mais de um
Por isso ninguém vê minha sacola

[Ponte]
Hm-dem
Ma-ia-ra-da-ra-hm-ba-ia-bum-de-ru-dem
Pa-ia-bó-pó-tu-bi-ró-hm-bó-ió-bum-dem
Tuí-ra-hm-ba-ió-bum-de-ra-hm-da-ia-ru-dem

[Verso]
Vou mostrando como sou e vou sendo como posso
Jogando meu corpo no mundo, andando por todos os cantos
E pela lei natural dos encontros, eu deixo e recebo um tanto

E passo aos olhos nus ou vestidos de lunetas, passado, presente
Participo sendo o mistério do planeta


[Refrão]
O tríplice mistério do ""stop""
 que eu passo por e sendo ele

No que fica em cada um, no que sigo o meu caminho
E no ar que fez que assistiu, abra um parênteses, não esqueça
Que independente disso, eu não passo de um malandro
De um moleque do Brasil
 que peço e dou esmolas
Mas ando e penso sempre com mais de um
Por isso ninguém vê minha sacola


[Ponte]
Hm-dem
Bó-ió-hm-de-ba-dum-da-iá-bum-de-ru-dem
Tu-pi-ró-pó-hm-bi-ró-hm-ba-ió-bum-dem
Pa-ió-ta-hm-ba-hm-ba-ió-bum-de-ró-pó-tum-bi-ra-hm-ba-ió-bum-dem
Ai!
Whoo!
[Solo de Guitarra]

[Saída]
La-ra
La-a-ra-ia-ra-ia-ra-ia-la-ra-ra-ra
La-ra-la-hm-bi-ra-dum-ba-ió-bum-dem
La-ra-hm-ba-ió-hm-de-ra-hm-ba-ió-bum-dem",Acabou Chorare (1972),1972,"Pop,MPB (Música Popular Brasileira),Em Português,Brasil",Mistério do Planeta Novos Baianos
1,25,A Minha Menina,Os Mutantes,"[Letra de ""A Minha Menina"" por Os Mutantes]

[Intro: Jorge Ben]
Agora tosse, todo mundo tossindo! Hah! Haah!

[Refrão]
Ela é minha menina
E eu sou o menino dela

Ela é o meu amor
E eu sou o amor todinho dela
(Chama!)

[Estrofe 1]
A lua prateada se escondeu
E o sol dourado apareceu
Amanheceu um lindo dia
Cheirando a alegria
Pois eu sonhei e acordei pensando nela

[Refrão]
Pois ela é minha menina
E eu sou o menino dela
Ela é o meu amor
E eu sou o amor todinho dela

[Estrofe 2]
A roseira já deu rosa
E a rosa que eu ganhei foi ela
Por ela eu ponho o meu coração
Na frente da razão
E vou dizer pra todo mundo como gosto dela
[Refrão]
Pois ela é minha menina
E eu sou o menino dela
Ela é o meu amor
E eu sou o amor todinho dela

[Instrumental]

[Estrofe 1]
A lua prateada se escondeu
E o sol dourado apareceu
Amanheceu um lindo dia
Cheirando alegria
Pois eu sonhei e acordei pensando nela

[Refrão]
Pois ela é minha menina
E eu sou o menino dela
Ela é o meu amor
E eu sou o amor todinho dela

[Saída]
Minha menina, minha menina
Minha menina
Minha menina
Ela é minha menina",Os Mutantes (1968),Jun. 1968,"Rock,Cover,Samba,Samba Rock,MPB (Música Popular Brasileira),Psychedelic,Sixties,Psychedelic Rock,Em Português,Brasil",A Minha Menina Os Mutantes
1,26,"Mulher Nova, Bonita e Carinhosa Faz o Homem Gemer Sem Sentir Dor",Zé Ramalho,"[Letra de ""Mulher Nova, Bonita e Carinhosa Faz o Homem Gemer Sem Sentir Dor"" com Zé Ramalho]

[Verso 1]
Numa luta de gregos e troianos
Por Helena, a mulher de Menelau
Conta a história de um cavalo de pau
Acabava uma guerra de dez anos
Menelau, o maior dos espartanos
Venceu Páris, o grande sedutor
Humilhando a família de Heitor
Em defesa da honra caprichosa
Mulher nova, bonita e carinhosa
Faz o homem gemer sem sentir dor

[Verso 2]
Alexandre, figura desumana
Fundador da famosa Alexandria
Conquistava na Grécia e destruía
Quase toda a população Tebana
A beleza atrativa de Roxana
Dominava o maior conquistador
Tendo ela vencido, o vencedor
Entregou-se à pagã mais que formosa
Mulher nova, bonita e carinhosa
Faz o homem gemer sem sentir dor
[Verso 3]
Na velhice, o sujeito nada faz
A não ser uma igreja que visita
Mas se um dia encontrar mulher bonita
Ele troca Jesus por Barrabás
Ele sabe o que faz
Lembra logo seu tempo de rapaz
Diz pra ela: ""Me ame, por favor""
A resposta que tem é: ""Não, senhor
Tua idade passou, deixe de prosa""
Mulher nova bonita e carinhosa
Faz o homem gemer sem sentir dor

[Refrão]
Mulher nova, bonita e carinhosa
Faz o homem gemer sem sentir dor
Mulher nova, bonita e carinhosa
Faz o homem gemer sem sentir dor
Mulher nova, bonita e carinhosa
Faz o homem gemer sem sentir dor
Mulher nova, bonita e carinhosa
Faz o homem gemer sem sentir dor
Mulher nova, bonita, carinhosa
Faz o homem...",Décimas de um Cantador (1987),1987,"Pop,Brasil,MPB (Música Popular Brasileira),Folk,Em Português","Mulher Nova, Bonita e Carinhosa Faz o Homem Gemer Sem Sentir Dor Zé Ramalho"
1,27,O trem azul,Lô Borges,"[Verso]
Coisas que a gente se esquece de dizer
Frases que o vento vem às vezes me lembrar
Coisas que ficaram muito tempo por dizer
Na canção do vento não se cansam de voar


[Refrão]
Você pega o trem azul
O sol na cabeça
O sol pega o trem azul
Você na cabeça
O sol na cabeça


[Verso]
Coisas que a gente se esquece de dizer
Frases que o vento vem às vezes me lembrar
Coisas que ficaram muito tempo por dizer
Na canção do vento não se cansam de voar


[Refrão]
Você pega o trem azul
O sol na cabeça
O sol pega o trem azul
Você na cabeça
O sol na cabeça",Clube da Esquina (1972),"Jan. 1, 1972","Pop,Sunshine Pop,Seventies,Psychedelic,MPB (Música Popular Brasileira),Em Português,Brasil",O trem azul Lô Borges
